ImageNumber,ExpectedValue,InOptions,OptionPosition
1358,6,NON,-1
1359,0,NON,-1
1360,9,NON,-1
1361,2,OUI,6
1362,8,OUI,2
1363,0,NON,-1
1364,9,NON,-1
1365,1,NON,-1
1366,6,NON,-1
1367,0,OUI,30
1368,0,OUI,1
1369,1,OUI,1
1370,9,NON,-1
1371,0,OUI,1
1372,0,OUI,11
1373,4,OUI,12
1374,2,OUI,9
1375,1,NON,-1
1376,7,NON,-1
1377,0,OUI,2
1378,3,OUI,11
1379,4,OUI,0
1380,4,NON,-1
1381,7,NON,-1
1382,5,NON,-1
1383,9,OUI,0
1384,8,NON,-1
1385,2,NON,-1
1386,0,OUI,15
1387,0,OUI,0
1388,8,OUI,0
1389,6,OUI,0
1390,2,OUI,5
1391,2,NON,-1
1392,7,NON,-1
1393,6,OUI,0
1394,1,NON,-1
1395,2,NON,-1
1396,9,NON,-1
1397,2,OUI,6
1398,6,OUI,1
1399,9,NON,-1
1400,7,OUI,1
1401,9,OUI,0
1402,5,NON,-1
1403,0,OUI,5
1404,8,NON,-1
1405,1,NON,-1
1406,5,NON,-1
1407,2,OUI,1
1408,4,OUI,19
1409,3,OUI,0
1410,9,NON,-1
1411,4,NON,-1
1412,7,NON,-1
1413,5,OUI,1
1414,6,NON,-1
1415,6,NON,-1
1416,7,NON,-1
1417,7,NON,-1
1418,6,NON,-1
1419,8,NON,-1
1420,5,NON,-1
1421,9,NON,-1
1422,7,NON,-1
1423,0,NON,-1
1424,6,OUI,11
1425,1,NON,-1
1426,9,OUI,0
1427,2,NON,-1
1428,3,NON,-1
1429,3,OUI,0
1430,5,NON,-1
1431,4,OUI,8
1432,3,OUI,3
1433,5,OUI,1
1434,8,NON,-1
1435,6,NON,-1
1436,3,NON,-1
1437,7,NON,-1
1438,2,OUI,0
1439,8,NON,-1
1440,4,NON,-1
1441,9,NON,-1
1442,5,NON,-1
1443,0,OUI,0
1444,2,NON,-1
1445,1,OUI,24
1446,4,NON,-1
1447,2,OUI,14
1448,4,NON,-1
1449,3,OUI,0
1450,1,NON,-1
1451,7,NON,-1
1452,1,OUI,13
1453,8,NON,-1
1454,0,OUI,0
1455,9,OUI,5
1456,6,NON,-1
1457,8,NON,-1
1458,1,OUI,12
1459,9,OUI,3
1460,4,OUI,13
1461,4,NON,-1
1462,9,NON,-1
1463,1,OUI,2
1464,8,NON,-1
1465,9,NON,-1
1466,6,NON,-1
1467,5,NON,-1
1468,5,NON,-1
1469,3,OUI,0
1470,3,OUI,1
1471,0,OUI,9
1472,1,OUI,2
1473,4,OUI,1
1474,3,NON,-1
1475,8,NON,-1
1476,3,OUI,0
1477,4,OUI,35
1478,2,OUI,4
1479,0,NON,-1
1480,7,NON,-1
1481,5,OUI,4
1482,5,OUI,21
1483,1,OUI,24
1484,8,NON,-1
1485,5,NON,-1
1486,3,NON,-1
1487,4,OUI,0
1488,6,NON,-1
1489,0,NON,-1
1490,5,OUI,0
1491,7,NON,-1
1492,2,NON,-1
1493,6,NON,-1
1494,6,NON,-1
1495,0,OUI,16
1496,1,OUI,4
1497,1,NON,-1
1498,4,OUI,1
1499,7,NON,-1
1500,9,OUI,1
1501,0,NON,-1
1502,0,OUI,15
1503,6,NON,-1
1504,6,NON,-1
1505,8,NON,-1
1506,6,OUI,0
1507,9,NON,-1
1508,4,NON,-1
1509,5,NON,-1
1510,2,NON,-1
1511,4,OUI,0
1512,0,NON,-1
1513,7,NON,-1
1514,5,OUI,2
1515,6,NON,-1
1516,5,NON,-1
1517,0,OUI,4
1518,9,NON,-1
1519,8,NON,-1
1520,6,OUI,0
1521,1,OUI,24
1522,9,NON,-1
1523,7,OUI,0
1524,5,NON,-1
1525,7,NON,-1
1526,5,NON,-1
1527,1,NON,-1
1528,1,OUI,7
1529,3,NON,-1
1530,0,OUI,2
1531,2,OUI,0
1532,0,OUI,1
1533,3,OUI,0
1534,8,NON,-1
1535,1,NON,-1
1536,6,NON,-1
1537,4,NON,-1
1538,6,NON,-1
1539,2,OUI,4
1540,6,NON,-1
1541,4,NON,-1
1542,8,OUI,8
1543,8,NON,-1
1544,1,OUI,3
1545,4,OUI,2
1546,4,NON,-1
1547,7,NON,-1
1548,1,OUI,7
1549,2,OUI,13
1550,2,NON,-1
1551,3,NON,-1
1552,9,NON,-1
1553,6,NON,-1
1554,4,NON,-1
1555,9,NON,-1
1556,5,NON,-1
1557,6,NON,-1
1558,2,OUI,0
1559,3,OUI,0
1560,9,NON,-1
1561,2,NON,-1
1562,6,OUI,19
1563,2,NON,-1
1564,7,OUI,0
1565,4,OUI,14
1566,3,OUI,0
1567,6,NON,-1
1568,4,NON,-1
1569,9,NON,-1
1570,7,NON,-1
1571,0,NON,-1
1572,2,OUI,17
1573,2,OUI,0
1574,9,OUI,5
1575,5,NON,-1
1576,4,OUI,0
1577,5,NON,-1
1578,0,OUI,0
1579,1,NON,-1
1580,4,OUI,0
1581,3,OUI,0
1582,6,NON,-1
1583,3,OUI,14
1584,2,NON,-1
1585,9,OUI,0
1586,7,OUI,3
1587,5,NON,-1
1588,3,NON,-1
1589,7,OUI,0
1590,0,NON,-1
1591,9,NON,-1
1592,5,NON,-1
1593,8,NON,-1
1594,3,OUI,0
1595,2,NON,-1
1596,0,OUI,3
1597,1,NON,-1
1598,8,NON,-1
1599,3,OUI,0
1600,0,NON,-1
1601,1,NON,-1
1602,2,OUI,15
1603,3,OUI,0
1604,4,NON,-1
1605,0,NON,-1
1606,0,OUI,9
1607,1,OUI,12
1608,7,OUI,5
1609,2,OUI,2
1610,9,OUI,5
1611,3,NON,-1
1612,9,NON,-1
1613,4,OUI,25
1614,2,OUI,1
1615,5,OUI,2
1616,8,NON,-1
1617,6,NON,-1
1618,7,NON,-1
1619,7,NON,-1
1620,9,NON,-1
1621,8,NON,-1
1622,9,NON,-1
1623,9,NON,-1
1624,2,OUI,1
1625,0,NON,-1
1626,0,NON,-1
1627,1,OUI,4
1628,4,NON,-1
1629,2,OUI,0
1630,4,NON,-1
1631,3,OUI,25
1632,9,NON,-1
1633,4,OUI,5
1634,3,NON,-1
1635,5,OUI,2
1636,7,NON,-1
1637,6,NON,-1
1638,5,NON,-1
1639,7,NON,-1
1640,1,OUI,13
1641,8,NON,-1
1642,6,OUI,0
1643,9,NON,-1
1644,3,OUI,7
1645,0,NON,-1
1646,4,OUI,1
1647,1,OUI,3
1648,2,OUI,4
1649,2,OUI,0
1650,5,OUI,14
1651,3,NON,-1
1652,7,NON,-1
1653,4,OUI,19
1654,1,NON,-1
1655,7,NON,-1
1656,7,NON,-1
1657,8,NON,-1
1658,1,OUI,5
1659,9,NON,-1
1660,2,OUI,0
1661,3,OUI,21
1662,2,NON,-1
1663,4,OUI,1
1664,0,NON,-1
1665,1,NON,-1
1666,8,NON,-1
1667,4,NON,-1
1668,3,OUI,0
1669,6,NON,-1
1670,5,OUI,3
1671,6,NON,-1
1672,4,NON,-1
1673,7,OUI,0
1674,9,OUI,1
1675,3,OUI,0
1676,1,OUI,4
1677,3,OUI,20
1678,0,NON,-1
1679,2,OUI,16
1680,1,OUI,2
1681,1,NON,-1
1682,0,NON,-1
1683,9,OUI,2
1684,9,NON,-1
1685,4,NON,-1
1686,6,NON,-1
1687,7,NON,-1
1688,6,OUI,1
1689,3,OUI,0
1690,5,NON,-1
1691,5,NON,-1
1692,4,OUI,1
1693,4,NON,-1
1694,6,OUI,2
1695,9,OUI,3
1696,1,OUI,13
1697,1,OUI,15
1698,3,OUI,0
1699,1,OUI,5
1700,1,OUI,3
1701,0,OUI,12
1702,5,OUI,2
1703,1,OUI,4
1704,4,OUI,41
1705,4,OUI,7
1706,6,NON,-1
1707,6,OUI,0
1708,6,NON,-1
1709,0,NON,-1
1710,1,OUI,8
1711,2,OUI,12
1712,0,OUI,0
1713,8,NON,-1
1714,2,OUI,0
1715,2,NON,-1
1716,1,NON,-1
1717,1,OUI,3
1718,3,OUI,0
1719,7,OUI,0
1720,9,NON,-1
1721,5,NON,-1
1722,3,NON,-1
1723,0,OUI,18
1724,2,NON,-1
1725,0,NON,-1
1726,6,NON,-1
1727,2,OUI,15
1728,9,OUI,0
1729,0,NON,-1
1730,7,NON,-1
1731,6,NON,-1
1732,9,NON,-1
1733,9,NON,-1
1734,1,NON,-1
1735,2,OUI,0
1736,9,NON,-1
1737,3,NON,-1
1738,4,OUI,0
1739,7,NON,-1
1740,9,NON,-1
1741,6,NON,-1
1742,0,OUI,1
1743,9,NON,-1
1744,4,NON,-1
1745,8,NON,-1
1746,7,OUI,0
1747,7,NON,-1
1748,9,NON,-1
1749,8,OUI,2
1750,6,OUI,0
1751,9,NON,-1
1752,5,OUI,13
1753,2,OUI,0
1754,2,NON,-1
1755,2,OUI,0
1756,3,NON,-1
1757,9,OUI,4
1758,8,NON,-1
1759,8,NON,-1
1760,8,OUI,0
1761,6,NON,-1
1762,4,NON,-1
1763,4,OUI,0
1764,4,OUI,10
1765,4,OUI,3
1766,2,OUI,1
1767,4,NON,-1
1768,6,NON,-1
1769,0,NON,-1
1770,7,NON,-1
1771,0,NON,-1
1772,7,NON,-1
1773,8,NON,-1
1774,2,OUI,5
1775,0,NON,-1
1776,8,NON,-1
1777,8,OUI,4
1778,3,OUI,31
1779,6,NON,-1
1780,8,NON,-1
1781,6,NON,-1
1782,6,NON,-1
1783,8,NON,-1
1784,6,OUI,0
1785,5,NON,-1
1786,1,OUI,10
1787,1,OUI,6
1788,8,NON,-1
1789,7,OUI,0
1790,8,OUI,8
1791,3,NON,-1
1792,6,NON,-1
1793,8,NON,-1
1794,9,NON,-1
1795,5,OUI,4
1796,0,OUI,6
1797,0,NON,-1
1798,0,NON,-1
1799,3,NON,-1
1800,2,OUI,1
1801,6,OUI,0
1802,6,NON,-1
1803,7,OUI,0
1804,8,NON,-1
1805,3,OUI,31
1806,5,NON,-1
1807,1,OUI,30
1808,4,OUI,2
1809,3,OUI,0
1810,5,OUI,7
1811,9,OUI,0
1812,4,OUI,0
1813,5,OUI,5
1814,4,OUI,15
1815,1,NON,-1
1816,1,OUI,8
1817,5,OUI,3
1818,4,OUI,14
1819,0,NON,-1
1820,9,NON,-1
1821,7,OUI,1
1822,1,OUI,6
1823,2,OUI,0
1824,5,NON,-1
1825,7,OUI,0
1826,9,NON,-1
1827,4,OUI,25
1828,0,OUI,11
1829,3,OUI,0
1830,6,NON,-1
1831,1,OUI,10
1832,7,NON,-1
1833,7,NON,-1
1834,5,NON,-1
1835,6,NON,-1
1836,3,NON,-1
1837,0,OUI,3
1838,1,OUI,2
1839,1,OUI,0
1840,4,OUI,0
1841,2,NON,-1
1842,4,NON,-1
1843,3,NON,-1
1844,6,NON,-1
1845,4,NON,-1
1846,7,OUI,0
1847,5,NON,-1
1848,7,OUI,0
1849,6,NON,-1
1850,9,NON,-1
1851,7,NON,-1
1852,2,NON,-1
1853,8,OUI,0
1854,4,NON,-1
1855,9,NON,-1
1856,8,OUI,3
1857,0,NON,-1
1858,7,NON,-1
1859,1,OUI,5
1860,1,OUI,3
1861,2,NON,-1
1862,3,OUI,0
1863,3,OUI,0
1864,5,NON,-1
1865,4,NON,-1
1866,6,NON,-1
1867,5,NON,-1
1868,0,OUI,14
1869,6,NON,-1
1870,3,NON,-1
1871,7,NON,-1
1872,3,OUI,3
1873,8,OUI,1
1874,2,OUI,2
1875,9,NON,-1
1876,0,NON,-1
1877,0,NON,-1
1878,9,NON,-1
1879,1,OUI,16
1880,2,OUI,0
1881,2,OUI,0
1882,9,NON,-1
1883,3,OUI,0
1884,9,NON,-1
1885,4,OUI,0
1886,6,NON,-1
1887,5,OUI,0
1888,2,NON,-1
1889,6,NON,-1
1890,6,NON,-1
1891,7,OUI,0
1892,6,NON,-1
1893,8,NON,-1
1894,2,OUI,0
1895,9,OUI,2
1896,2,NON,-1
1897,0,OUI,1
1898,6,NON,-1
1899,7,OUI,0
1900,2,OUI,0
1901,8,NON,-1
1902,6,NON,-1
1903,9,NON,-1
1904,0,NON,-1
1905,9,NON,-1
1906,6,NON,-1
1907,0,NON,-1
1908,3,OUI,0
1909,1,OUI,1
1910,1,OUI,7
1911,4,OUI,1
1912,9,NON,-1
1913,5,NON,-1
1914,8,NON,-1
1915,1,OUI,2
1916,0,NON,-1
1917,6,NON,-1
1918,6,OUI,2
1919,7,OUI,7
1920,2,NON,-1
1921,3,OUI,0
1922,4,NON,-1
1923,2,OUI,2
1924,3,NON,-1
1925,9,NON,-1
1926,0,OUI,11
1927,0,OUI,0
1928,4,OUI,0
1929,5,NON,-1
1930,0,OUI,21
1931,6,NON,-1
1932,4,OUI,0
1933,7,OUI,0
1934,4,OUI,3
1935,3,NON,-1
1936,1,OUI,2
1937,9,NON,-1
1938,3,OUI,9
1939,9,OUI,0
1940,9,NON,-1
1941,3,OUI,0
1942,1,OUI,7
1943,8,NON,-1
1944,7,NON,-1
1945,1,OUI,4
1946,7,NON,-1
1947,2,OUI,16
1948,8,NON,-1
1949,9,OUI,2
1950,9,NON,-1
1951,6,NON,-1
1952,2,OUI,2
1953,7,NON,-1
1954,2,NON,-1
1955,5,NON,-1
1956,0,OUI,3
1957,6,NON,-1
1958,7,NON,-1
1959,3,NON,-1
1960,9,NON,-1
1961,5,OUI,12
1962,9,NON,-1
1963,0,OUI,1
1964,8,NON,-1
1965,5,OUI,4
1966,8,OUI,0
1967,4,OUI,5
1968,9,OUI,1
1969,0,OUI,36
1970,5,NON,-1
1971,3,NON,-1
1972,2,OUI,3
1973,4,OUI,0
1974,8,NON,-1
1975,7,OUI,1
1976,4,OUI,29
1977,1,OUI,4
1978,5,OUI,4
1979,4,OUI,21
1980,6,NON,-1
1981,3,OUI,13
1982,7,NON,-1
1983,7,NON,-1
1984,9,NON,-1
1985,6,NON,-1
1986,6,NON,-1
1987,2,OUI,15
1988,2,OUI,15
1989,1,OUI,2
1990,6,OUI,0
1991,5,NON,-1
1992,4,OUI,21
1993,5,NON,-1
1994,3,NON,-1
1995,0,NON,-1
1996,5,NON,-1
1997,5,OUI,3
1998,2,NON,-1
1999,0,NON,-1
2000,5,NON,-1
2001,8,NON,-1
2002,8,NON,-1
2003,4,NON,-1
2004,2,NON,-1
2005,6,NON,-1
2006,9,OUI,4
2007,7,NON,-1
2008,1,OUI,13
2009,0,OUI,5
2010,2,OUI,29
2011,3,NON,-1
2012,1,OUI,8
2013,8,OUI,1
2014,7,NON,-1
2015,1,OUI,6
2016,8,NON,-1
2017,2,NON,-1
2018,7,OUI,0
2019,2,NON,-1
2020,6,NON,-1
2021,3,OUI,0
2022,2,OUI,34
2023,3,NON,-1
2024,7,OUI,0
2025,6,OUI,0
2026,8,OUI,0
2027,7,OUI,0
2028,5,OUI,4
2029,3,OUI,1
2030,8,NON,-1
2031,4,NON,-1
2032,4,NON,-1
2033,9,NON,-1
2034,4,NON,-1
2035,6,NON,-1
2036,4,OUI,46
2037,5,NON,-1
2038,5,NON,-1
2039,1,OUI,16
2040,1,OUI,3
2041,9,OUI,5
2042,3,NON,-1
2043,8,NON,-1
2044,6,NON,-1
2045,1,OUI,3
2046,4,NON,-1
2047,1,OUI,27
2048,7,NON,-1
2049,5,OUI,3
2050,4,NON,-1
2051,0,OUI,17
2052,4,OUI,7
2053,2,OUI,39
2054,7,OUI,0
2055,7,NON,-1
2056,5,NON,-1
2057,8,NON,-1
2058,0,OUI,2
2059,6,NON,-1
2060,9,NON,-1
2061,6,NON,-1
2062,6,NON,-1
2063,8,OUI,1
2064,7,NON,-1
2065,2,OUI,3
2066,0,OUI,1
2067,8,NON,-1
2068,8,NON,-1
2069,4,NON,-1
2070,8,NON,-1
2071,4,OUI,6
2072,4,NON,-1
2073,2,NON,-1
2074,3,NON,-1
2075,2,OUI,0
2076,3,NON,-1
2077,8,OUI,6
2078,2,NON,-1
2079,0,OUI,1
2080,5,NON,-1
2081,0,OUI,16
2082,0,OUI,1
2083,1,OUI,20
2084,0,OUI,16
2085,2,NON,-1
2086,1,OUI,7
2087,3,NON,-1
2088,3,OUI,2
2089,4,OUI,3
2090,7,NON,-1
2091,5,NON,-1
2092,3,NON,-1
2093,6,OUI,3
2094,1,NON,-1
2095,7,OUI,0
2096,6,NON,-1
2097,8,NON,-1
2098,3,NON,-1
2099,9,OUI,2
2100,0,OUI,1
2101,0,NON,-1
2102,7,OUI,2
2103,1,NON,-1
2104,2,OUI,5
2105,2,NON,-1
2106,4,NON,-1
2107,3,OUI,0
2108,7,OUI,1
2109,4,OUI,15
2110,1,NON,-1
2111,5,NON,-1
2112,0,NON,-1
2113,6,NON,-1
2114,3,OUI,0
2115,7,OUI,0
2116,9,OUI,2
2117,8,OUI,7
2118,7,NON,-1
2119,9,OUI,2
2120,5,NON,-1
2121,0,NON,-1
2122,1,OUI,34
2123,1,NON,-1
2124,8,OUI,0
2125,2,OUI,0
2126,6,NON,-1
2127,3,OUI,0
2128,3,OUI,1
2129,4,OUI,2
2130,3,OUI,5
2131,5,NON,-1
2132,3,NON,-1
2133,7,NON,-1
2134,1,NON,-1
2135,8,OUI,1
2136,1,NON,-1
2137,9,NON,-1
2138,6,NON,-1
2139,8,OUI,2
2140,9,NON,-1
2141,9,NON,-1
2142,7,NON,-1
2143,5,OUI,0
2144,0,OUI,2
2145,7,NON,-1
2146,3,OUI,0
2147,0,NON,-1
2148,6,NON,-1
2149,3,NON,-1
2150,8,NON,-1
2151,1,OUI,5
2152,6,OUI,1
2153,6,NON,-1
2154,1,OUI,7
2155,8,NON,-1
2156,6,OUI,3
2157,4,NON,-1
2158,6,NON,-1
2159,1,OUI,7
2160,0,OUI,21
2161,7,OUI,0
2162,1,OUI,5
2163,6,NON,-1
2164,4,NON,-1
2165,5,NON,-1
2166,1,NON,-1
2167,6,NON,-1
2168,7,OUI,1
2169,4,OUI,15
2170,8,NON,-1
2171,2,NON,-1
2172,5,OUI,0
2173,7,NON,-1
2174,3,NON,-1
2175,8,NON,-1
2176,4,NON,-1
2177,1,OUI,1
2178,6,OUI,0
2179,3,NON,-1
2180,3,NON,-1
2181,4,OUI,33
2182,5,NON,-1
2183,3,OUI,0
2184,2,NON,-1
2185,4,OUI,0
2186,5,OUI,0
2187,7,NON,-1
2188,1,NON,-1
2189,2,NON,-1
2190,4,OUI,0
2191,0,OUI,2
2192,0,NON,-1
2193,5,NON,-1
2194,8,NON,-1
2195,0,OUI,16
2196,6,OUI,1
2197,1,OUI,6
2198,1,OUI,12
2199,9,NON,-1
2200,3,OUI,0
2201,2,NON,-1
2202,1,OUI,3
2203,3,OUI,2
2204,4,NON,-1
2205,2,NON,-1
2206,4,OUI,16
2207,3,NON,-1
2208,4,OUI,2
2209,5,NON,-1
2210,8,OUI,0
2211,5,OUI,2
2212,6,OUI,0
2213,7,NON,-1
2214,6,NON,-1
2215,8,OUI,2
2216,9,OUI,0
2217,4,OUI,40
2218,0,NON,-1
2219,9,OUI,2
2220,4,OUI,1
2221,9,NON,-1
2222,4,OUI,5
2223,7,NON,-1
2224,4,OUI,0
2225,1,OUI,11
2226,6,OUI,0
2227,1,NON,-1
2228,3,NON,-1
2229,7,NON,-1
2230,3,OUI,2
2231,8,NON,-1
2232,3,OUI,13
2233,3,OUI,0
2234,2,OUI,21
2235,4,OUI,0
2236,4,NON,-1
2237,8,NON,-1
2238,7,OUI,0
2239,6,NON,-1
2240,4,NON,-1
2241,3,NON,-1
2242,6,NON,-1
2243,8,OUI,2
2244,7,NON,-1
2245,0,OUI,15
2246,7,NON,-1
2247,9,OUI,0
2248,5,NON,-1
2249,6,OUI,0
2250,5,NON,-1
2251,2,NON,-1
2252,3,OUI,0
2253,0,OUI,3
2254,4,NON,-1
2255,1,NON,-1
2256,4,NON,-1
2257,0,OUI,2
2258,5,NON,-1
2259,6,OUI,1
2260,1,OUI,5
2261,2,OUI,10
2262,6,NON,-1
2263,3,OUI,0
2264,4,NON,-1
2265,8,NON,-1
2266,5,NON,-1
2267,9,NON,-1
2268,5,OUI,3
2269,0,NON,-1
2270,2,OUI,4
2271,7,NON,-1
2272,5,OUI,1
2273,2,OUI,5
2274,9,NON,-1
2275,3,OUI,0
2276,4,NON,-1
2277,4,NON,-1
2278,0,OUI,0
2279,5,OUI,2
2280,2,NON,-1
2281,5,NON,-1
2282,5,OUI,2
2283,2,NON,-1
2284,9,NON,-1
2285,8,OUI,0
2286,3,NON,-1
2287,5,OUI,2
2288,2,OUI,4
2289,4,NON,-1
2290,4,OUI,15
2291,6,NON,-1
2292,7,NON,-1
2293,6,OUI,0
2294,4,OUI,8
2295,6,NON,-1
2296,6,NON,-1
2297,7,NON,-1
2298,0,NON,-1
2299,9,NON,-1
2300,6,NON,-1
2301,1,OUI,5
2302,8,NON,-1
2303,8,NON,-1
2304,5,NON,-1
2305,2,NON,-1
2306,1,NON,-1
2307,1,OUI,3
2308,5,NON,-1
2309,2,NON,-1
2310,0,NON,-1
2311,6,OUI,0
2312,9,NON,-1
2313,5,OUI,0
2314,2,OUI,9
2315,3,NON,-1
2316,1,OUI,11
2317,4,NON,-1
2318,1,OUI,8
2319,7,NON,-1
2320,6,OUI,0
2321,9,OUI,1
2322,2,NON,-1
2323,4,OUI,14
2324,6,NON,-1
2325,0,NON,-1
2326,1,NON,-1
2327,0,OUI,7
2328,5,OUI,34
2329,5,OUI,6
2330,5,NON,-1
2331,9,OUI,1
2332,2,NON,-1
2333,0,OUI,6
2334,4,NON,-1
2335,1,NON,-1
2336,1,OUI,2
2337,2,OUI,24
2338,4,NON,-1
2339,3,NON,-1
2340,0,OUI,2
2341,4,OUI,13
2342,2,OUI,0
2343,5,NON,-1
2344,7,NON,-1
2345,6,OUI,2
2346,2,NON,-1
2347,7,OUI,1
2348,7,NON,-1
2349,8,NON,-1
2350,3,OUI,1
2351,9,OUI,0
2352,0,NON,-1
2353,0,NON,-1
2354,2,OUI,3
2355,1,NON,-1
2356,1,OUI,3
2357,2,NON,-1
2358,8,NON,-1
2359,3,NON,-1
2360,4,NON,-1
2361,4,OUI,19
2362,1,OUI,9
2363,5,NON,-1
2364,9,NON,-1
2365,6,NON,-1
2366,1,OUI,5
2367,7,NON,-1
2368,5,NON,-1
2369,8,OUI,9
2370,9,NON,-1
2371,9,OUI,0
2372,6,NON,-1
2373,0,OUI,4
2374,1,OUI,2
2375,1,NON,-1
2376,7,OUI,39
2377,2,NON,-1
2378,8,OUI,0
2379,3,NON,-1
2380,7,NON,-1
2381,7,NON,-1
2382,8,NON,-1
2383,8,NON,-1
2384,8,NON,-1
2385,9,NON,-1
2386,7,OUI,0
2387,6,NON,-1
2388,8,NON,-1
2389,2,NON,-1
2390,4,NON,-1
2391,7,OUI,0
2392,4,NON,-1
2393,1,NON,-1
2394,8,NON,-1
2395,5,NON,-1
2396,0,NON,-1
2397,6,NON,-1
2398,9,NON,-1
2399,2,NON,-1
2400,8,OUI,0
2401,5,NON,-1
2402,2,NON,-1
2403,0,OUI,1
2404,0,OUI,3
2405,5,NON,-1
2406,4,NON,-1
2407,4,OUI,24
2408,3,OUI,0
2409,2,OUI,11
2410,1,NON,-1
2411,0,OUI,4
2412,5,NON,-1
2413,8,NON,-1
2414,5,OUI,2
2415,1,NON,-1
2416,4,OUI,20
2417,7,OUI,0
2418,2,OUI,10
2419,1,OUI,19
2420,4,NON,-1
2421,8,NON,-1
2422,6,OUI,0
2423,3,NON,-1
2424,4,NON,-1
2425,8,NON,-1
2426,1,NON,-1
2427,7,OUI,0
2428,5,NON,-1
2429,1,NON,-1
2430,3,OUI,0
2431,7,OUI,4
2432,1,OUI,16
2433,7,NON,-1
2434,9,OUI,3
2435,0,NON,-1
2436,0,OUI,0
2437,1,OUI,11
2438,9,OUI,2
2439,4,OUI,0
2440,0,OUI,2
2441,4,NON,-1
2442,8,NON,-1
2443,4,OUI,1
2444,8,NON,-1
2445,5,OUI,8
2446,1,OUI,11
2447,7,OUI,0
2448,1,OUI,25
2449,4,NON,-1
2450,2,OUI,0
2451,4,NON,-1
2452,4,OUI,3
2453,9,OUI,2
2454,2,NON,-1
2455,7,NON,-1
2456,3,NON,-1
2457,2,NON,-1
2458,4,NON,-1
2459,6,NON,-1
2460,9,NON,-1
2461,5,NON,-1
2462,1,NON,-1
2463,3,NON,-1
2464,2,OUI,0
2465,9,NON,-1
2466,4,OUI,3
2467,4,OUI,2
2468,3,OUI,0
2469,3,OUI,2
2470,6,NON,-1
2471,9,NON,-1
2472,2,OUI,0
2473,0,OUI,3
2474,6,NON,-1
2475,8,NON,-1
2476,8,NON,-1
2477,7,NON,-1
2478,5,OUI,2
2479,6,NON,-1
2480,6,OUI,0
2481,3,OUI,2
2482,8,OUI,2
2483,0,NON,-1
2484,4,NON,-1
2485,4,OUI,0
2486,6,NON,-1
2487,6,NON,-1
2488,7,NON,-1
2489,3,OUI,4
2490,4,OUI,0
2491,7,NON,-1
2492,7,NON,-1
2493,0,OUI,0
2494,6,NON,-1
2495,1,NON,-1
2496,6,NON,-1
2497,1,NON,-1
2498,6,NON,-1
2499,2,OUI,29
2500,0,OUI,1
2501,9,OUI,2
2502,7,NON,-1
2503,3,NON,-1
2504,6,OUI,2
2505,1,OUI,7
2506,3,NON,-1
2507,8,NON,-1
2508,2,OUI,4
2509,9,NON,-1
2510,2,OUI,2
2511,8,NON,-1
2512,7,OUI,0
2513,2,OUI,31
2514,9,OUI,27
2515,5,NON,-1
2516,6,NON,-1
2517,2,OUI,9
2518,2,NON,-1
2519,6,NON,-1
2520,4,NON,-1
2521,9,NON,-1
2522,7,NON,-1
2523,6,NON,-1
2524,3,NON,-1
2525,0,OUI,11
2526,0,OUI,9
2527,5,OUI,4
2528,0,NON,-1
2529,3,OUI,0
2530,1,OUI,26
2531,3,NON,-1
2532,0,NON,-1
2533,6,NON,-1
2534,2,OUI,0
2535,3,OUI,0
2536,3,NON,-1
2537,5,NON,-1
2538,0,OUI,21
2539,0,OUI,21
2540,7,NON,-1
2541,3,NON,-1
2542,4,NON,-1
2543,7,NON,-1
2544,5,NON,-1
2545,6,NON,-1
2546,4,OUI,1
2547,1,NON,-1
2548,4,NON,-1
2549,5,NON,-1
2550,2,NON,-1
2551,5,NON,-1
2552,1,NON,-1
2553,9,NON,-1
2554,5,NON,-1
2555,8,NON,-1
2556,6,OUI,0
2557,0,NON,-1
2558,7,OUI,0
2559,9,NON,-1
2560,4,OUI,24
2561,0,OUI,3
2562,9,NON,-1
2563,1,OUI,1
2564,3,OUI,2
2565,2,OUI,11
2566,5,OUI,15
2567,3,OUI,0
2568,3,OUI,5
2569,4,NON,-1
2570,6,NON,-1
2571,5,NON,-1
2572,1,OUI,2
2573,6,NON,-1
2574,7,NON,-1
2575,7,NON,-1
2576,7,NON,-1
2577,8,OUI,1
2578,4,OUI,2
2579,9,OUI,2
2580,3,OUI,0
2581,0,NON,-1
2582,0,OUI,2
2583,1,NON,-1
2584,0,OUI,0
2585,2,NON,-1
2586,0,OUI,2
2587,3,NON,-1
2588,6,NON,-1
2589,4,OUI,0
2590,6,OUI,2
2591,7,NON,-1
2592,5,OUI,0
2593,8,NON,-1
2594,1,OUI,5
2595,9,NON,-1
2596,4,NON,-1
2597,0,NON,-1
2598,8,OUI,4
2599,1,NON,-1
2600,9,NON,-1
2601,2,NON,-1
2602,6,NON,-1
2603,3,OUI,45
2604,1,NON,-1
2605,5,OUI,1
2606,0,NON,-1
2607,6,NON,-1
2608,4,OUI,13
2609,7,NON,-1
2610,8,NON,-1
2611,8,NON,-1
2612,7,OUI,0
2613,9,OUI,0
2614,6,OUI,0
2615,0,NON,-1
2616,1,OUI,5
2617,0,OUI,19
2618,7,OUI,4
2619,1,OUI,1
2620,5,NON,-1
2621,0,OUI,13
2622,5,NON,-1
2623,1,OUI,0
2624,0,OUI,1
2625,2,NON,-1
2626,2,OUI,23
2627,3,OUI,28
